author.name,date,text,geo.coordinates.coordinates,geo.name,hate_pred,borough,latitude,longitude
Sharon Wells 🥰🏴󠁧󠁢󠁥󠁮󠁧󠁿🇮🇪🏳️‍🌈🏳️‍⚧️❤️‍🔥,2022-10-02 00:39:40+00:00,there always seems to be  extra  females lurking in the back these days                        ,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
Tim Ladd,2022-10-01 20:41:17+00:00, i like bears  i don t like the humans here  they are cretinous and destructive ,,Romford,racism,Romford,51.5760462,0.1822646
Reece🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-10-01 17:00:08+00:00,some thundercunt that  ,,Richmond,sexism,Richmond,51.4613531,-0.3032767
Martin Hall,2022-10-01 16:36:04+00:00,i am sure you are one of many thousands that block that jerk femi   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
YingHuiThe,2022-10-01 14:29:02+00:00, and when we are at war with china over taiwan   and they eviscerate the population  and send them to labour camps to make those cars   would it be a good idea then   ,,Paddington,racism,Paddington,51.5154795,-0.175365
Dan Harwood,2022-10-01 14:26:48+00:00, stupid twat ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Chris PD,2022-10-01 12:58:13+00:00, i reckon orange  probably yellow  stupid regardless ,,Hounslow,disability,Hounslow,51.4686132,-0.3613471
Peter Gibson,2022-10-01 10:35:27+00:00, agree with nigels last comment,,Romford,racism,Romford,51.5760462,0.1822646
Mandy Marshall,2022-10-01 10:05:24+00:00, how many pairs of golfing shoes does one man need            ,,Richmond,sexism,Richmond,51.4613531,-0.3032767
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-01 10:03:53+00:00,men however they identify do not experience the menopause ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Dorothy Cohen,2022-10-01 09:43:18+00:00,  saetkoce there is a lot of sadness that one of the bastions of our steel industry has been sold to china  it seems that the gov want all our trade to be taken away from anything labelled   brirish made ,,Barnet,racism,Barnet,51.65309,-0.2002261
Amira,2022-09-30 22:49:24+00:00,  inshallah  we are fed up with chors getting away scot free  disgusting ,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
Don't worry @uklabour will fix it 🤣😂😁,2022-09-30 21:16:45+00:00,what bollocks  focus on china  you cowardly bunch of partners      uk  ,,Richmond,racism,Richmond,51.4613531,-0.3032767
gerard lawlor,2022-09-30 21:03:43+00:00, dimwit ,,Hillingdon,disability,Hillingdon,51.542519299999995,-0.44833493117949663
Joe,2022-09-30 20:03:28+00:00, puttshack is full of cuntz,,City of London,sexism,City of London,51.5156177,-0.0919983
Sadia Mahmud Walji,2022-09-30 19:43:01+00:00,a wife must use her power  that s why she s got a legal status  let s turn everything   welcome  ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
NOISY ALIEN HUNTER,2022-09-30 18:55:32+00:00, sylph aliens call them wtf you like all s i know they are trillions of transparent tiny shape shifting alien monsters swarming the whole solar system effecting every planet and moon even our fking sun  ,,Camberwell,racism,Camberwell,51.4745706,-0.0925416
🇨🇩 YOU HEARD IT,2022-09-30 18:03:34+00:00, so dumb,,Hackney,disability,Hackney,51.5432402,-0.0493621
Ian Brown,2022-09-30 17:46:52+00:00, what s the female equivalent to uncle tom ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Donnachadh McCarthy,2022-09-30 16:36:25+00:00,time we ended barbaric misogyny of patriarchal abrahamic cults wherever they kill  injure  maim  imprison in the home  force to have more kids than they want or discriminate v women  whether in iran  us  russia  afghanistan etc etc  nmen cannot be truly free  if women r not free  ,,Camberwell,religion,Camberwell,51.4745706,-0.0925416
Shereen Harrack-Singh,2022-09-30 14:44:29+00:00,#lovepeopleday n n n#unconditionallove  n#thepoor #womensrightsarehumanrights n#unpaidcarers #   hours n#allyouneedislove n nwomen s hair is not responsible for men s wickedness,,Barnet,sexism,Barnet,51.65309,-0.2002261
J J McGirr,2022-09-30 14:18:34+00:00,shocking but not surprising  the continued dismissal by the u k  govt of atrocities and acts of murder by u k  soldiers on their own citizens should shame everyone   shoa,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
tweets by cian™,2022-09-30 12:56:22+00:00,cunts  evil fucking cunts   ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Syed Zaighum Kazmi,2022-09-30 12:50:16+00:00,women are creatures of subtext and impulse  not logic and reason ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Gi,2022-09-30 10:37:02+00:00, nooooooo   keep that donkey out,,City of London,racism,City of London,51.5156177,-0.0919983
lauryn simone,2022-09-30 06:00:25+00:00,i hate a fence sitting ass bitch,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Jason Dowler,2022-09-29 22:05:57+00:00, mindless  selfish  entitled  inconsiderate slob    ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
𝔢𝔭𝔦𝔡𝔢𝔪𝔦𝔠2̴̲̞͚̻͋͆̾̅̓̃̈́̈́̐̚7̷̧̯͈̝̦̭̥̐̇̏́͝,2022-09-29 20:54:38+00:00, all women are wild  wild wimmin  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
matthaeus,2022-09-29 18:27:46+00:00,what man in his right mind complains about a woman wanting sex more than him         ,,Romford,sexism,Romford,51.5760462,0.1822646
Deep Fried Frenz,2022-09-29 15:56:13+00:00,  rather play with    men,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Jon,2022-09-29 14:05:56+00:00,china getting worried we ll turn into a prison slave sweat shop and undercut them   sg,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
Twisted,2022-09-29 14:03:05+00:00,imagine waking up in heaven because you said to a shorty  i m gonna beat that pussy up   ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Pip Pip Hooray!,2022-09-29 08:08:08+00:00,  it s all putins fault  apparently   shi,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
mimi 🦇 riot fest survivor 2022,2022-09-29 08:01:15+00:00,men drop acid one time and think they have discovered the concept of empathy,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Jane Pickersgill - Gardner #RejoinEU,2022-09-28 21:23:52+00:00,twat  ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Malcolm Pirouet,2022-09-28 19:44:23+00:00, stupid stupid man ,,Richmond,disability,Richmond,51.4613531,-0.3032767
Hiltrud,2022-09-28 19:42:23+00:00,what you do to this sheep is sheer cruelty and you should be banned having animals and go to prison     years and make pay all vet bills you bastrds karma will get you              ,,Wandsworth,religion,Wandsworth,51.4570271,-0.1932607
Jimmy Hink5on,2022-09-28 18:27:13+00:00, patterns of abuse  every time   nthen off to a women s prison for  punishment  ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
MjKwami1🇨🇩,2022-09-28 17:23:56+00:00,bitch ass niggas bottom barrel bitches  s,,Hackney,racism,Hackney,51.5432402,-0.0493621
SG ⭐️⭐️,2022-09-28 16:12:31+00:00,a man is not his mistakes  he is how he overcomes his mistakes ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Natalie M.Edang,2022-09-28 14:49:37+00:00,no man is happy who does not think himself so ,,Paddington,sexism,Paddington,51.5154795,-0.175365
raheel.ch,2022-09-28 13:58:13+00:00, boe deflates while dumb  amp  dumber reflate,,Richmond,disability,Richmond,51.4613531,-0.3032767
🇨🇩 YOU HEARD IT,2022-09-28 12:51:08+00:00,congo vs nigeria race war on the horizon   hate it had to be so  ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Jeremy Maw ⭐️⭐️🌏,2022-09-28 12:29:20+00:00, or just stop being thick twats,,Bromley,sexism,Bromley,51.4028046,0.0148142
DirtyLeeds #LUFC #MOT 💙💛🤍,2022-09-28 12:23:12+00:00, congratulations mate  the filth police have issued an all points bulletin for females between    and    in the west yorkshire metropolis,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
lulu⁷ ʕ´•ᴥ•`ʔσ”,2022-09-28 12:21:53+00:00, i know right    there are some girls in my flat who put a lot of effort in their food and i m here like just toss everything that can be cooked with less effort   ,,Paddington,sexism,Paddington,51.5154795,-0.175365
chloe💫,2022-09-28 11:57:14+00:00,i just think men are horrendous,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
A ⭐️⭐️,2022-09-28 04:32:59+00:00,some girls are really weird man      ,,Poplar,sexism,Poplar,51.5110713,-0.0144629
Glen Hart,2022-09-27 23:01:18+00:00, nonsense  femi answered a question about pr  disingenuous to put a label on the bloke ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Susan Polgar,2022-09-27 21:12:05+00:00, has there been an apology and action from     btw  i never understood why there is a need for a male commentator for an all female event  there are plenty of excellent female commentators out there ,,London,sexism,London,51.5073359,-0.12765
Maxine Spencer,2022-09-27 19:58:10+00:00, if women can walk around covered from head to foot with only their eyes out then anything goes  at the end of the day it s just clothes ,,Barnet,sexism,Barnet,51.65309,-0.2002261
paul kelly,2022-09-27 19:40:23+00:00, twat,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
RM Cole,2022-09-27 17:53:04+00:00,  those bastards killed jungle jesus,,Bromley,racism,Bromley,51.4028046,0.0148142
Steve Sharma,2022-09-27 17:34:56+00:00,  poor form for any man to take advantage of height and strength over a female   just wrong ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Watson,2022-09-27 17:34:17+00:00,book the cunt  make him forfeit the pen and give a free kick to the keeper  sklgxgrr ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Veritas,2022-09-27 17:23:55+00:00,   he also sounded washed out  defeated ignorant ,,Hounslow,disability,Hounslow,51.4686132,-0.3613471
James Paterson,2022-09-27 17:23:32+00:00,   you went full retard  well done ,,Camden Town,disability,Camden Town,51.5423045,-0.1395604
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-09-27 15:15:16+00:00,a man is not nor will they ever be a biological women   never,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Ashley Wilcox,2022-09-27 14:20:41+00:00, twat,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
loc sheisty,2022-09-27 13:06:47+00:00,lighting a fag smelling burnt nose hair,,London,sexual_orientation,London,51.5073359,-0.12765
YingHuiThe,2022-09-27 12:10:44+00:00, and when china declares war on taiwan   perhaps now is the time to offload all stakes there  ,,Paddington,racism,Paddington,51.5154795,-0.175365
Dominic Simpson,2022-09-27 10:44:35+00:00,  twat ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Sex Life In Zambia,2022-09-27 07:39:26+00:00,following them that bitch needs to die    or maybe both     ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Georgie Heath,2022-09-27 06:26:07+00:00,a womankad would never cause this many issues    ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Michael,2022-09-26 23:48:09+00:00, as a general rule  men are trash ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Kelis-y not Khaleesi,2022-09-26 20:04:27+00:00,i want to lift in the gym with a woman who knows how to lift  because i don t and i find that whole section of the gym super intimidating ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
"N17. T.T.I.D FROM LITTLE ACORNS,GROW MIGHTY OAKS.!",2022-09-26 19:21:51+00:00, fight em on the bitches   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
charl,2022-09-26 17:53:34+00:00,idec that we re  out  of the nations league  just beat these nazi cunts tonight,,Poplar,racism,Poplar,51.5110713,-0.0144629
Anushka Perera,2022-09-26 17:40:53+00:00,i m extremely gender generalised my pots and pans are usually  her  i d be like who scratched my nonstick girl huh  ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
Maximilian Hess,2022-09-26 16:58:38+00:00, comfortably dumb,,Hammersmith,disability,Hammersmith,51.4920377,-0.2236401
David Marlowe Bastin,2022-09-26 14:25:26+00:00, barton fink ,,Barnet,sexual_orientation,Barnet,51.65309,-0.2002261
🇨🇩 YOU HEARD IT,2022-09-26 13:29:19+00:00,that majority of man are a danger to women      ,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
Deano,2022-09-26 12:42:00+00:00,jesus tittyfucking  that wasn t bad at all  i ve genuinely had worse chow meins from actual chinese restaurants ,"[-0.45571005, 51.46936035]",Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Prec,2022-09-26 11:25:19+00:00,dead ass ready to smack a women  ,,Paddington,sexism,Paddington,51.5154795,-0.175365
🇨🇩 YOU HEARD IT,2022-09-26 11:03:02+00:00,nothing is more of an off put for me than a girl you re chatting to asking for money or tryna convince you to siens money on her like  moment i get an inkling that gyal are broke i must done it,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
soft life babe 🇯🇲🇦🇬,2022-09-26 10:51:33+00:00,fuck uc,,Hackney,racism,Hackney,51.5432402,-0.0493621
🍁🍁,2022-09-26 08:58:12+00:00, women must eat na,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
jo lewis 🇺🇦,2022-09-26 07:18:08+00:00,no man should ever tell a women how she should behave or what she should wear #iranprotests    ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Nobody you know,2022-09-25 21:27:52+00:00,  twat,,Barnet,sexism,Barnet,51.65309,-0.2002261
⚜𝕲𝖔𝖔𝖓𝖊𝖗𝕷𝖔𝖛𝖊𝖗69⚜,2022-09-25 19:43:37+00:00,the male species is certainly much more lazy than females  ndid you know            ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Amir Norman,2022-09-25 19:37:28+00:00,some babies should be ban on airplanes ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
monogamous whore,2022-09-25 18:32:03+00:00,can femboys light the matches on rosh hashanah,,Poplar,sexism,Poplar,51.5110713,-0.0144629
heavycum_london,2022-09-25 16:48:54+00:00,  do you sniff  faggot ,,Poplar,sexual_orientation,Poplar,51.5110713,-0.0144629
Andrew Dockerill,2022-09-25 14:49:00+00:00, especially when it s like this  if the guy gal is   yards down the pitch fine  but they re in the crease when she starts her stride ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Watson,2022-09-25 14:17:28+00:00,woman honestly needs to grow old gracefully n nwho s this even for n nwoman is the female version of wayne lineker  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
💰 ʳᶦᶜᵏ ᵗʰᵉ 𝙺𝚛𝚒𝚖 𝚔𝚛𝚒𝚔𝚎𝚛𝚜,2022-09-25 13:39:42+00:00, bby  thats the bare minimum a guy should do    ,,London,sexism,London,51.5073359,-0.12765
Eran Edry 💙,2022-09-25 13:36:26+00:00, national knobhead treasure  ,,Camden Town,sexual_orientation,Camden Town,51.5423045,-0.1395604
heavycum_london,2022-09-25 10:12:37+00:00,catch every drop fag   ,,Poplar,sexual_orientation,Poplar,51.5110713,-0.0144629
Jeevan George,2022-09-25 09:31:20+00:00,china cooking the next crisis ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Rob Holley,2022-09-25 09:30:32+00:00,such handsome idiots  ,,Camberwell,disability,Camberwell,51.4745706,-0.0925416
Karl,2022-09-25 08:43:58+00:00, women just aren t good at being women these days  sometimes it just takes a man to be a real woman  get the job done ,,Paddington,sexism,Paddington,51.5154795,-0.175365
5 plate papi,2022-09-25 03:18:20+00:00,women have never started a world war   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
Bita,2022-09-24 22:35:19+00:00, shame on islamic regime #mahsaamini,,Paddington,religion,Paddington,51.5154795,-0.175365
Jamie K 🏳️‍🌈⚓️,2022-09-24 20:47:25+00:00, i ve just bought a  girls  tshirt cos it didn t come in  men s  sizes  nturns out i m a medium woman ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
"Rahel Bailie - Content, Seriously",2022-09-24 17:24:58+00:00, look into the history of how telephone operators became a women s job  yep   ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
📞Athos Paps📞,2022-09-24 16:51:43+00:00,do not let women s football get a sniff of this phase of play  ,,Barnet,sexism,Barnet,51.65309,-0.2002261
5 plate papi,2022-09-24 15:29:50+00:00,those people waged war on birds and lost  they lost  to birds  everything there is trying to kill you  all the deadliest venom is there  in fact the people there should relocate   ,,Barnet,racism,Barnet,51.65309,-0.2002261
‘Dirty’ Joe Stevens 🎃 AOIFE BIG DAY BEST DAY ❤️🎉,2022-09-24 10:48:25+00:00,i love being topless i wish i was a man just so i could go everywhere wit no shirt on maybe i should start doing tjat anyways,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
⚜𝕲𝖔𝖔𝖓𝖊𝖗𝕷𝖔𝖛𝖊𝖗69⚜,2022-09-24 10:24:39+00:00,#newprofilepic  nlife is never as complicated as a woman on her period          ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Sid Sollis,2022-09-24 00:39:17+00:00,cunts  ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Paul Jacobs,2022-09-23 22:28:25+00:00, gentlemen prefer bleached blondes,,Romford,sexism,Romford,51.5760462,0.1822646
Dan,2022-09-23 22:12:57+00:00,  cunts in one picture  ,,Romford,sexism,Romford,51.5760462,0.1822646
dallas the blogger,2022-09-23 21:45:49+00:00,i find it to be very classy when a man has a private instagram,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
Al Sarpong,2022-09-23 21:15:37+00:00,   very smart ,,Lambeth,disability,Lambeth,51.4952111,-0.1163354
confirmed cigarette,2022-09-23 19:33:08+00:00,if there s one thing that s certain in this world it s fem tops having monster cocks,,Islington,sexism,Islington,51.5384287,-0.0999051
Call_Spade_A_Spade,2022-09-23 16:06:03+00:00,it takes a man to admit when he s wrong  it takes a spineless coward to f off when going gets tough  n              ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
Gavin,2022-09-23 16:02:34+00:00, not how china plays  ,,Wandsworth,racism,Wandsworth,51.4570271,-0.1932607
Clover,2022-09-23 13:48:42+00:00, lol   smart child   ,,Hillingdon,disability,Hillingdon,51.542519299999995,-0.44833493117949663
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-09-23 13:38:00+00:00,just let women themselves decide what they want to wear ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
teddy BLT,2022-09-23 11:22:29+00:00, cunts,,Paddington,sexism,Paddington,51.5154795,-0.175365
Odogwu,2022-09-23 11:06:14+00:00,women are not good people ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Reverend Lee Johnson,2022-09-23 09:38:27+00:00, looks a twat,,London,sexism,London,51.5073359,-0.12765
mary queen of thots🥦,2022-09-23 09:10:00+00:00,absolute fucking nasty ghouls  ,,Poplar,religion,Poplar,51.5110713,-0.0144629
a wavy gal. xx🧃,2022-09-23 03:34:57+00:00,boys that commit sa are so scary,,Barnet,sexism,Barnet,51.65309,-0.2002261
Will Oulton,2022-09-22 21:47:30+00:00, hey humans  leave those bats alone ,,Bromley,racism,Bromley,51.4028046,0.0148142
Steve Karmeinsky,2022-09-22 19:29:26+00:00,so   is a girl drinking wine   just saying  tas restaurant  ,"[-0.1065867, 51.5031617]",Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Ade Huntos,2022-09-22 19:00:11+00:00, fuk peta    stupid just stupid   svj  mfy,,City of London,disability,City of London,51.5156177,-0.0919983
yi.mi.ka 🇳🇬,2022-09-22 16:58:53+00:00,men are gluttons  ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Tim Montgomerie 🇬🇧,2022-09-22 15:54:48+00:00,i m a massive china hawk but this is silly  we need to keep meeting our opponents enemies  the reagan and thatcher administrations both talked with the soviets  aka evil empire    ,,Hounslow,racism,Hounslow,51.4686132,-0.3613471
VALENTINA 🇦🇴,2022-09-22 15:08:44+00:00,i always thought nemo was a girl but hey ,,Croydon,sexism,Croydon,51.3713049,-0.101957
Black Hammer🔨 🇿🇼,2022-09-22 14:52:09+00:00, haha pullouts is very hard to men,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
VALENTINA 🇦🇴,2022-09-22 13:53:32+00:00,the measure of a man,,Croydon,sexism,Croydon,51.3713049,-0.101957
Freddy Gray,2022-09-22 13:06:34+00:00,staggeringly stupid  ,,London,disability,London,51.5073359,-0.12765
The Tycoon,2022-09-22 12:54:10+00:00,if your girl gets into a car accident  before you ask how she is  ask how the car is  n nbe a man  ,,Croydon,sexism,Croydon,51.3713049,-0.101957
James.,2022-09-22 12:22:45+00:00,not femi failing to grasp that people get more right wing as they get older  surely not   ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Stark⎊,2022-09-22 12:19:40+00:00,see when i tell women to remove their feet from my dashboard    this is what i mean    fuck around and break a bone  serqh,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
adz,2022-09-22 12:16:07+00:00,people can do what they want but really should a man be ordering an iced caramel latte n nthe answer is clearly no,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
✨ RABBIT✨,2022-09-22 02:38:40+00:00,niggas so corny lol goodnight,,Islington,racism,Islington,51.5384287,-0.0999051
5 plate papi,2022-09-22 01:15:31+00:00,bitches dey this world mehn   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
soft life babe 🇯🇲🇦🇬,2022-09-21 21:33:50+00:00,suck a nigga dick or something  ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Paulo Alessandro🏳️‍🌈,2022-09-21 20:47:32+00:00,libertarian   self interested  amp  thick ,,Lambeth,disability,Lambeth,51.4952111,-0.1163354
Lee Swallow,2022-09-21 20:28:55+00:00,how have ukraine let lyndon dykes score   ,,Romford,sexual_orientation,Romford,51.5760462,0.1822646
miles,2022-09-21 20:27:55+00:00,man like dykes fuck me    ,,Hounslow,sexual_orientation,Hounslow,51.4686132,-0.3613471
James.,2022-09-21 18:56:04+00:00,putin s useful idiot   ,,Camberwell,disability,Camberwell,51.4745706,-0.0925416
Matthew Carter,2022-09-21 18:17:15+00:00, men are not evolving    ,,Lewisham,sexism,Lewisham,51.4624292,-0.0101787
🇨🇩 YOU HEARD IT,2022-09-21 18:00:28+00:00,     th  day a woman tells me such a thing ima tell her go back to work  ,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
D͜͡ⱤØ₩ⱫY͜͡💨#ItsNotDat™😈💷🇬🇧🇯🇲🌊🎶🎨🤹🏾‍♂️💯,2022-09-21 17:52:19+00:00,if a pussy try dissss   bruck him up quickkkk   buss bwoy head and lipppp           ,,Hackney,sexism,Hackney,51.5432402,-0.0493621
gerard lawlor,2022-09-21 17:47:17+00:00,   a man is but the product of his thoughts  what he thinks  he becomes  ,,Hillingdon,sexism,Hillingdon,51.542519299999995,-0.44833493117949663
lindsay adams🕷💙,2022-09-21 17:23:28+00:00, wow  truss single handedly going to force china into deals  these people are demented ,,Lambeth,racism,Lambeth,51.4952111,-0.1163354
Kate Maxwell,2022-09-21 09:44:56+00:00,    reading bitch face ,,Islington,sexism,Islington,51.5384287,-0.0999051
Kevin Ellen,2022-09-21 08:51:48+00:00, there is an irrational want  but unfortunately the wife thinks two money pits are enough   ,,Islington,sexism,Islington,51.5384287,-0.0999051
H,2022-09-21 06:59:19+00:00, reminds us of how millions of people smoked but science informed us that smoking kills  and people stopped   n nfossil fuels extraction is killing  millions  all lives lost  the lungs of the world are turning toxic and we sit on our hands  these guilty criminals need stopping ,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
H,2022-09-21 06:23:48+00:00, fossil fuel production must stop  proven enemies  these criminals must pay pakistan  amp  all areas hit by the effects of their abuse of the planet   n nthey ve known for years  stop this madness  like the uk water firms polluting seas  they ve had years to develop  amp  change  sue them ,,Lewisham,racism,Lewisham,51.4624292,-0.0101787
Michael Buckley,2022-09-20 23:07:17+00:00, awful war crime perpetrated by an evil tyrannical dictatorial ghoul ,,Islington,religion,Islington,51.5384287,-0.0999051
Chris,2022-09-20 20:08:38+00:00, twat ,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
lindsay adams🕷💙,2022-09-20 19:46:28+00:00, says the woman who gets her bills paid ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
SWL (2.5k),2022-09-20 17:45:58+00:00,what happens in the men s toilets stays in the men s toilets    #gay #dl #bi #onlyfans  ,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
DG,2022-09-20 17:41:30+00:00, the u k  created a climate emergency   ok  whatever you say   go easy on the whisky tonight    ,,Hillingdon,racism,Hillingdon,51.542519299999995,-0.44833493117949663
Daniel O'Sullivan,2022-09-20 15:37:07+00:00,   yeah  dumbass ,,City of London,disability,City of London,51.5156177,-0.0919983
flo stan acc,2022-09-20 15:17:06+00:00,it s weird for a guy to tell you what to wear right ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
🇨🇩 YOU HEARD IT,2022-09-20 14:35:14+00:00,generation of fem yutes  ,,Hounslow,sexism,Hounslow,51.4686132,-0.3613471
إیمان ♌︎,2022-09-20 13:52:25+00:00,some men truly have subterranean levels of chat,,Wandsworth,sexism,Wandsworth,51.4570271,-0.1932607
Iluá Hauck da Silva,2022-09-20 12:14:28+00:00, currently reading femina   indeed fantastic company   ,,Croydon,sexism,Croydon,51.3713049,-0.101957
VILLYY,2022-09-20 08:23:46+00:00,no cap they makin some retard go viral over this damnnnn  ,,Bromley,disability,Bromley,51.4028046,0.0148142
flo stan acc,2022-09-20 08:06:48+00:00,bitches b weirddddd,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
7.,2022-09-20 07:09:51+00:00,shittt a girl can t even retweet eee ,,Croydon,sexism,Croydon,51.3713049,-0.101957
duncmac,2022-09-20 06:30:52+00:00,     it s unbalanced and on the assumption that woman do more child care house work  therefore deserve a       split nwhen i get home the dinner s not on the table  the kid s aren t in bed having been picked up from school  fed washed and read to i do half of everything  plus all diy ,,Bromley,sexism,Bromley,51.4028046,0.0148142
Watson,2022-09-19 20:51:06+00:00,  yeah but most men don t  rise  at     am and spent half hour drinking each coffee,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
The Green Man,2022-09-19 20:22:25+00:00,    brass,,Lambeth,sexism,Lambeth,51.4952111,-0.1163354
Jo Gennari #bemoreshark,2022-09-19 20:14:30+00:00,  i m a woman s   but in hoka i wear a man s      hoka fit sooooo weird  but good for wide feet,,Bromley,sexism,Bromley,51.4028046,0.0148142
Selver,2022-09-19 19:30:58+00:00,this woman has to take some kind of  how to walk like a woman  classes        #liztruss  ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Fatima Duerden 🇪🇺🇵🇹,2022-09-19 18:11:56+00:00, what a twat  no idea how to behave ,,Camberwell,sexism,Camberwell,51.4745706,-0.0925416
Martyn Dore 🏳️‍🌈🏳️‍⚧️,2022-09-19 17:03:23+00:00,  i ve always wanted girls just want to have fun played as the coffin rolls away      ,,Camden Town,sexism,Camden Town,51.5423045,-0.1395604
ariana,2022-09-19 13:15:33+00:00,i like guys with baggy trousers,,Hammersmith,sexism,Hammersmith,51.4920377,-0.2236401
ᴛⷮhͪeͤ Vͮoͦiͥcͨeͤ oͦf J ᴋⷦUͧLCͨнⷩAͣ,2022-09-19 12:39:03+00:00,   ni ve come to find out i don t think females realise what it takes for men to do this thing  people in general don t like public speaking   selling themselves   many have social awkwardness  if you don t have shoot you don t get play for most   ,,Barnet,sexism,Barnet,51.65309,-0.2002261
soft life babe 🇯🇲🇦🇬,2022-09-19 11:28:56+00:00,i hate men loooooooool  s,,Hackney,sexism,Hackney,51.5432402,-0.0493621
Sasha Simic,2022-09-19 09:51:33+00:00,us imperialism wants a war with china   ,,Hackney,racism,Hackney,51.5432402,-0.0493621
Rizwan Karim,2022-09-18 22:49:31+00:00,perverts vs fothermuckers n#shame  ,,Hillingdon,sexual_orientation,Hillingdon,51.542519299999995,-0.44833493117949663
Odogwu,2022-09-18 22:46:20+00:00, women lie unprovoked,,Croydon,sexism,Croydon,51.3713049,-0.101957
